ORCID,DOI,issn,LICENSE_URL,standard_url,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
0000-0003-0836-0599,10.1002/jaba.70002,0021-8855,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/27339,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0009-0007-2925-5508,10.1016/j.micinf.2024.105464,1286-4579,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/16582,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0009-0003-9749-8377,10.1103/PhysRevB.111.L020102,2469-9950,https://link.aps.org/licenses/aps-default-license,link.aps.org,https://v2.sherpa.ac.uk/id/publication/23829,None,None,None
0000-0003-1487-9629,10.3390/agriculture15141532,2077-0472,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22259,None,None,None
0000-0003-1487-9629,10.3390/v17060827,1999-4915,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/17528,None,None,None
0000-0001-7057-5860,10.1080/14681811.2024.2362389,1468-1811,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6057,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0001-7057-5860,10.1080/1600910X.2023.2250926,1600-910X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/18719,None,None,None
0000-0001-7057-5860,10.1177/09075682251316993,0907-5682,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/6452,None,None,None
0000-0001-7057-5860,10.1080/09518398.2025.2452633,0951-8398,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/5432,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0001-8925-3108,10.3390/educsci15060730,2227-7102,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/24796,None,None,None
0000-0001-8925-3108,10.1080/08878730.2024.2401559,0887-8730,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/6240,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0001-8925-3108,10.18848/2327-7955/CGP/v32i02/67-88,2327-7955,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/31146,423:fee_no:Must acknowledge publisher copyright and source (see policy);,8291:fee_no:Published source must be acknowledged with citation Must link to published article with DOI;,None
0000-0002-7352-4775,10.1177/1356336X241282492,1356-336X,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9143,None,None,None
0000-0002-7352-4775,10.1080/25742981.2024.2371392,2574-2981,http://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/42019,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-7352-4775,10.1177/1356336X241269654,1356-336X,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/9143,None,None,None
0000-0002-7352-4775,10.1080/13573322.2024.2313992,1357-3322,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/6107,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-7352-4775,10.1123/kr.2024-0061,2163-0453,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/22258,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0001-9959-9938,10.1139/cjp-2024-0240,0008-4204,https://creativecommons.org/licenses/by/4.0/deed.en_GB,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/10132,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0009-0008-1923-4786,10.1007/s00040-024-01007-9,0020-1812,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/15629,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0000-0002-6222-7863,10.1177/13548166241280404,1354-8166,https://journals.sagepub.com/page/policies/text-and-data-mining-license,journals.sagepub.com,https://v2.sherpa.ac.uk/id/publication/13304,None,None,None
0000-0002-4475-8134,10.1016/j.copsyc.2025.102069,2352-250X,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/29732,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0002-4475-8134,10.1007/s10862-025-10230-y,0882-2689,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/15734,None,None,None
0000-0002-4475-8134,10.1016/j.jrp.2025.104609,0092-6566,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/14104,None,10970:fee_no:Must link to publisher version with DOI;,10972:fee_yes:Published source must be acknowledged with citation;10973:fee_yes:Published source must be acknowledged with citation;
0000-0002-4475-8134,10.1037/ebs0000374,2330-2933,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/29543,None,195:fee_no:After acceptance Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement must accompany deposit;,None
0000-0002-4475-8134,10.1017/S0954579424000051,0954-5794,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/1553,None,None,None
0000-0002-1577-2658,10.3390/biomedicines12071569,2227-9059,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/24786,None,None,None
0000-0002-1577-2658,10.1002/alz.14463,1552-5260,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/10547,None,None,None
0000-0002-1577-2658,10.1152/ajpregu.00270.2023,0363-6119,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/7395,None,None,None
0000-0002-1577-2658,10.3390/ijms25041950,1422-0067,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/17518,None,None,None
0000-0002-1577-2658,10.14814/phy2.15960,2051-817X,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/27408,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.1152/ajpcell.00398.2023,0363-6143,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/7390,None,None,None
0000-0002-1577-2658,10.1016/j.isci.2024.109468,2589-0042,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/35107,None,"1145:fee_no:Upon publicaton, published source must be acknowledged with citation Upon publication, must link to published article with DOI;",None
0000-0002-1577-2658,10.14814/phy2.70001,2051-817X,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/27408,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.1038/s41467-024-53886-y,2041-1723,https://creativecommons.org/licenses/by-nc-nd/4.0,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/24265,None,None,None
0000-0002-1577-2658,10.1139/apnm-2024-0019,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,www.nrcresearchpress.com,https://v2.sherpa.ac.uk/id/publication/10122,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0000-0002-1577-2658,10.1113/JP286962,0022-3751,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/6978,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-1577-2658,10.1016/j.npep.2024.102473,0143-4179,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/15865,None,None,10952:fee_yes:Published source must be acknowledged with citation;10953:fee_yes:Published source must be acknowledged with citation;
0000-0002-1577-2658,10.1113/JP287909,0022-3751,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6978,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-1577-2658,10.1152/japplphysiol.00520.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-1577-2658,10.2174/1570159X20666220302151224,1570-159X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/3919,304:fee_no:no conditions;,305:fee_no:Published sources must be acknowledged with citation Must link to published version with DOI Set statement to accompany (see policy);,None
0000-0002-1577-2658,10.3389/fphys.2022.1061715,1664-042X,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22694,None,None,None
0000-0002-1577-2658,10.1152/japplphysiol.00114.2023,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-1577-2658,10.15252/emmm.202318526,1757-4676,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/26546,None,None,None
0000-0002-1577-2658,10.14814/phy2.15852,2051-817X,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/27408,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.3233/JAD-220813,1387-2877,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/2004,None,None,None
0000-0002-1577-2658,10.1113/EP091274,0958-0670,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/6867,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.1002/jbmr.4768,0884-0431,https://creativecommons.org/licenses/by-nc-nd/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/45999,None,None,None
0000-0002-1577-2658,10.1152/ajpregu.00297.2021,0363-6119,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/7395,None,None,None
0000-0002-1577-2658,10.3390/cells11010167,2073-4409,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22267,None,None,None
0000-0002-1577-2658,10.1002/2211-5463.13317,2211-5463,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/21310,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.3390/cells11152354,2073-4409,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22267,None,None,None
0000-0002-1577-2658,10.3389/fendo.2022.1037434,1664-2392,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22695,None,None,None
0000-0002-1577-2658,10.1113/EP090381,0958-0670,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/6867,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.1016/j.jbc.2022.102568,0021-9258,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/10347,None,None,None
0000-0002-1577-2658,10.1152/ajpcell.00418.2021,0363-6143,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/7390,None,None,None
0000-0002-1577-2658,10.1016/j.isci.2022.104972,2589-0042,https://www.elsevier.com/tdm/userlicense/1.0/,www.elsevier.com,https://v2.sherpa.ac.uk/id/publication/35107,None,"1145:fee_no:Upon publicaton, published source must be acknowledged with citation Upon publication, must link to published article with DOI;",None
0000-0002-1577-2658,10.14814/phy2.15232,2051-817X,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/27408,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-1577-2658,10.3389/fendo.2022.957182,1664-2392,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22695,None,None,None
0000-0002-1577-2658,10.1007/s11682-021-00570-0,1931-7557,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/16391,None,None,None
0000-0002-1577-2658,10.3389/fendo.2022.1069404,1664-2392,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22695,None,None,None
